    { t: 1.021, lane: 0, dur: 0.000 },
    { t: 1.346, lane: 1, dur: 0.000 },
    { t: 1.832, lane: 2, dur: 0.000 },
    { t: 2.319, lane: 0, dur: 0.000 },
    { t: 2.560, lane: 1, dur: 0.000 },
    { t: 2.643, lane: 0, dur: 0.000 },
    { t: 2.805, lane: 1, dur: 0.000 },
    { t: 3.048, lane: 0, dur: 0.000 },
    { t: 3.292, lane: 1, dur: 0.000 },
    { t: 4.265, lane: 2, dur: 0.000 },
    { t: 4.752, lane: 1, dur: 0.000 },
    { t: 5.239, lane: 0, dur: 0.000 },
    { t: 5.725, lane: 1, dur: 0.000 },
    { t: 6.212, lane: 2, dur: 1.627 },
    { t: 8.158, lane: 0, dur: 0.000 },
    { t: 8.880, lane: 1, dur: 0.000 },
    { t: 9.131, lane: 2, dur: 0.000 },
    { t: 9.618, lane: 1, dur: 0.000 },
    { t: 10.105, lane: 0, dur: 0.000 },
    { t: 10.359, lane: 1, dur: 0.000 },
    { t: 10.429, lane: 0, dur: 0.000 },
    { t: 10.591, lane: 1, dur: 0.000 },
    { t: 10.916, lane: 0, dur: 0.000 },
    { t: 11.078, lane: 1, dur: 0.654 },
    { t: 12.051, lane: 0, dur: 0.000 },
    { t: 12.538, lane: 1, dur: 0.000 },
    { t: 13.024, lane: 2, dur: 0.000 },
    { t: 13.511, lane: 1, dur: 0.000 },
    { t: 13.998, lane: 1, dur: 0.000 },
    { t: 13.998, lane: 0, dur: 0.000 },
    { t: 14.322, lane: 0, dur: 0.000 },
    { t: 14.322, lane: 1, dur: 0.000 },
    { t: 14.484, lane: 0, dur: 0.000 },
    { t: 14.484, lane: 1, dur: 0.000 },
    { t: 14.718, lane: 0, dur: 0.000 },
    { t: 14.719, lane: 1, dur: 0.000 },
    { t: 14.971, lane: 0, dur: 0.000 },
    { t: 14.971, lane: 1, dur: 0.000 },
    { t: 15.944, lane: 0, dur: 0.600 },
    { t: 16.755, lane: 1, dur: 0.000 },
    { t: 16.917, lane: 2, dur: 0.000 },
    { t: 17.404, lane: 1, dur: 0.000 },
    { t: 17.890, lane: 0, dur: 0.000 },
    { t: 18.215, lane: 1, dur: 0.000 },
    { t: 18.299, lane: 0, dur: 0.000 },
    { t: 18.377, lane: 1, dur: 0.000 },
    { t: 18.701, lane: 0, dur: 0.000 },
    { t: 18.864, lane: 1, dur: 0.628 },
    { t: 19.837, lane: 2, dur: 0.000 },
    { t: 20.648, lane: 3, dur: 0.000 },
    { t: 20.810, lane: 2, dur: 0.000 },
    { t: 21.375, lane: 3, dur: 0.000 },
    { t: 21.783, lane: 2, dur: 1.580 },
    { t: 23.730, lane: 0, dur: 0.000 },
    { t: 24.216, lane: 1, dur: 0.000 },
    { t: 24.703, lane: 2, dur: 0.000 },
    { t: 25.264, lane: 1, dur: 0.000 },
    { t: 25.676, lane: 0, dur: 0.000 },
    { t: 26.001, lane: 1, dur: 0.000 },
    { t: 26.091, lane: 0, dur: 0.000 },
    { t: 26.163, lane: 1, dur: 0.000 },
    { t: 26.487, lane: 0, dur: 0.000 },
    { t: 26.723, lane: 1, dur: 0.743 },
    { t: 27.623, lane: 2, dur: 0.000 },
    { t: 28.109, lane: 1, dur: 0.000 },
    { t: 28.677, lane: 0, dur: 0.000 },
    { t: 29.165, lane: 1, dur: 0.000 },
    { t: 29.641, lane: 2, dur: 1.640 },
    { t: 31.516, lane: 0, dur: 0.000 },
    { t: 32.002, lane: 1, dur: 1.263 },
    { t: 32.574, lane: 2, dur: 0.000 },
    { t: 33.138, lane: 2, dur: 0.000 },
    { t: 33.462, lane: 0, dur: 0.000 },
    { t: 34.111, lane: 1, dur: 1.135 },
    { t: 34.598, lane: 2, dur: 0.000 },
    { t: 35.084, lane: 2, dur: 0.000 },
    { t: 35.492, lane: 1, dur: 3.518 },
    { t: 36.706, lane: 2, dur: 0.000 },
    { t: 36.868, lane: 3, dur: 0.000 },
    { t: 37.193, lane: 2, dur: 0.000 },
    { t: 37.442, lane: 3, dur: 1.577 },
    { t: 39.380, lane: 0, dur: 0.000 },
    { t: 39.874, lane: 1, dur: 0.135 },
    { t: 40.437, lane: 2, dur: 0.112 },
    { t: 40.924, lane: 3, dur: 0.000 },
    { t: 41.331, lane: 2, dur: 1.600 },
    { t: 42.383, lane: 1, dur: 0.601 },
    { t: 43.282, lane: 0, dur: 0.000 },
    { t: 43.843, lane: 1, dur: 2.605 },
    { t: 47.249, lane: 0, dur: 0.000 },
    { t: 47.736, lane: 1, dur: 0.000 },
    { t: 48.223, lane: 2, dur: 0.096 },
    { t: 48.709, lane: 2, dur: 0.118 },
    { t: 49.196, lane: 3, dur: 0.854 },
    { t: 50.169, lane: 2, dur: 0.369 },
    { t: 50.656, lane: 3, dur: 0.108 },
    { t: 51.142, lane: 0, dur: 3.601 },
    { t: 52.278, lane: 2, dur: 0.000 },
    { t: 52.602, lane: 3, dur: 0.000 },
    { t: 52.764, lane: 2, dur: 0.000 },
    { t: 53.089, lane: 3, dur: 1.657 },
    { t: 55.035, lane: 0, dur: 0.000 },
    { t: 55.522, lane: 1, dur: 0.000 },
    { t: 56.009, lane: 1, dur: 0.000 },
    { t: 56.495, lane: 1, dur: 0.000 },
    { t: 56.982, lane: 1, dur: 0.789 },
    { t: 57.955, lane: 0, dur: 0.773 },
    { t: 58.928, lane: 1, dur: 3.459 },
    { t: 62.821, lane: 0, dur: 0.000 },
    { t: 63.470, lane: 1, dur: 0.000 },
    { t: 63.794, lane: 2, dur: 0.000 },
    { t: 64.281, lane: 3, dur: 0.000 },
    { t: 64.768, lane: 2, dur: 0.000 },
    { t: 65.254, lane: 1, dur: 0.000 },
    { t: 65.741, lane: 0, dur: 0.593 },
    { t: 66.714, lane: 1, dur: 1.600 },
    { t: 67.201, lane: 2, dur: 0.000 },
    { t: 67.687, lane: 2, dur: 0.000 },
    { t: 68.174, lane: 2, dur: 0.000 },
    { t: 68.660, lane: 0, dur: 1.568 },
    { t: 69.147, lane: 2, dur: 0.000 },
    { t: 69.634, lane: 2, dur: 0.000 },
    { t: 70.120, lane: 2, dur: 0.000 },
    { t: 70.607, lane: 0, dur: 0.000 },
    { t: 71.094, lane: 1, dur: 0.000 },
    { t: 71.580, lane: 1, dur: 0.000 },
    { t: 72.067, lane: 0, dur: 0.000 },
    { t: 72.553, lane: 0, dur: 0.611 },
    { t: 72.553, lane: 1, dur: 0.599 },
    { t: 73.527, lane: 0, dur: 0.602 },
    { t: 73.527, lane: 1, dur: 0.589 },
    { t: 74.500, lane: 2, dur: 0.000 },
    { t: 75.311, lane: 2, dur: 0.000 },
    { t: 75.473, lane: 2, dur: 0.000 },
    { t: 75.960, lane: 2, dur: 0.000 },
    { t: 76.446, lane: 0, dur: 0.000 },
    { t: 76.771, lane: 0, dur: 0.000 },
    { t: 76.933, lane: 0, dur: 0.000 },
    { t: 77.257, lane: 0, dur: 0.000 },
    { t: 77.420, lane: 0, dur: 0.000 },
    { t: 78.393, lane: 0, dur: 0.000 },
    { t: 78.879, lane: 1, dur: 0.000 },
    { t: 79.366, lane: 1, dur: 0.719 },
    { t: 79.853, lane: 2, dur: 0.000 },
    { t: 80.339, lane: 3, dur: 0.000 },
    { t: 81.312, lane: 2, dur: 0.000 },
    { t: 81.800, lane: 0, dur: 0.000 },
    { t: 82.286, lane: 1, dur: 3.577 },
    { t: 83.583, lane: 2, dur: 0.000 },
    { t: 83.746, lane: 3, dur: 0.000 },
    { t: 84.070, lane: 2, dur: 0.000 },
    { t: 84.232, lane: 3, dur: 1.619 },
    { t: 86.179, lane: 0, dur: 0.000 },
    { t: 86.665, lane: 1, dur: 0.100 },
    { t: 87.152, lane: 1, dur: 0.000 },
    { t: 87.638, lane: 1, dur: 0.000 },
    { t: 88.125, lane: 0, dur: 0.875 },
    { t: 89.098, lane: 1, dur: 0.631 },
    { t: 89.585, lane: 2, dur: 0.000 },
    { t: 90.071, lane: 0, dur: 2.958 },
    { t: 93.964, lane: 0, dur: 0.000 },
    { t: 94.451, lane: 1, dur: 0.000 },
    { t: 95.012, lane: 1, dur: 0.000 },
    { t: 95.424, lane: 2, dur: 0.000 },
    { t: 95.997, lane: 3, dur: 0.875 },
    { t: 97.046, lane: 2, dur: 0.441 },
    { t: 97.450, lane: 0, dur: 0.211 },
    { t: 97.949, lane: 1, dur: 3.508 },
    { t: 99.155, lane: 3, dur: 0.000 },
    { t: 99.317, lane: 2, dur: 0.000 },
    { t: 99.642, lane: 3, dur: 0.000 },
    { t: 99.886, lane: 2, dur: 1.588 },
    { t: 101.825, lane: 0, dur: 0.000 },
    { t: 102.237, lane: 1, dur: 0.000 },
    { t: 102.805, lane: 1, dur: 0.000 },
    { t: 103.210, lane: 1, dur: 0.000 },
    { t: 103.767, lane: 0, dur: 6.879 },
    { t: 104.670, lane: 1, dur: 5.911 },
    { t: 105.319, lane: 2, dur: 0.000 },
    { t: 105.805, lane: 2, dur: 4.884 },
    { t: 105.805, lane: 3, dur: 4.893 },
    { t: 111.645, lane: 0, dur: 0.000 },
    { t: 112.294, lane: 1, dur: 0.000 },
    { t: 112.618, lane: 1, dur: 0.000 },
    { t: 113.105, lane: 1, dur: 0.000 },
    { t: 113.591, lane: 0, dur: 0.000 },
    { t: 113.753, lane: 1, dur: 0.000 },
    { t: 114.078, lane: 2, dur: 0.000 },
    { t: 114.240, lane: 3, dur: 0.000 },
    { t: 114.564, lane: 3, dur: 0.000 },
    { t: 114.727, lane: 2, dur: 0.000 },
    { t: 115.051, lane: 1, dur: 0.000 },
    { t: 115.213, lane: 0, dur: 0.000 },
    { t: 115.538, lane: 2, dur: 0.000 },
    { t: 115.538, lane: 0, dur: 0.000 },
    { t: 116.024, lane: 1, dur: 0.000 },
    { t: 116.024, lane: 3, dur: 0.000 },
    { t: 116.511, lane: 0, dur: 0.000 },
    { t: 116.511, lane: 2, dur: 0.000 },
    { t: 116.997, lane: 1, dur: 0.000 },
    { t: 116.997, lane: 3, dur: 0.000 },
    { t: 117.484, lane: 0, dur: 1.474 },
    { t: 118.133, lane: 1, dur: 0.090 },
    { t: 118.457, lane: 1, dur: 0.000 },
    { t: 118.944, lane: 1, dur: 0.000 },
    { t: 119.431, lane: 3, dur: 1.530 },
    { t: 120.079, lane: 2, dur: 0.000 },
    { t: 120.404, lane: 2, dur: 0.000 },
    { t: 120.890, lane: 2, dur: 0.000 },
    { t: 121.377, lane: 0, dur: 0.000 },
    { t: 121.864, lane: 1, dur: 0.000 },
    { t: 122.350, lane: 2, dur: 0.000 },
    { t: 122.837, lane: 3, dur: 0.000 },
    { t: 123.323, lane: 0, dur: 0.000 },
    { t: 123.810, lane: 1, dur: 0.000 },
    { t: 123.972, lane: 2, dur: 0.000 },
    { t: 124.297, lane: 3, dur: 0.000 },
